Gene ID	treated_1	treated_2	treated_3	untreated_1	untreated_2	untreated_3
SRP14	7250	5325	5968	10892	8003	10680
SRP14-DT	310	192	249	814	479	663
LOC105370787	3	6	3	4	5	7
BMF	8352	5589	6553	3314	2203	2667
BUB1B	264	195	240	2212	1488	2260
LOC107984763	2	0	5	14	10	27
BUB1B-PAK6	120	69	113	232	140	197
PAK6	111	65	100	126	61	91
PAK6-AS1	26	14	23	25	10	18
ANKRD63	50	27	25	34	40	25
PLCB2	15	7	17	47	20	50
LOC112268152	0	0	1	0	0	1
INAFM2	242	211	207	541	340	493
CCDC9B	129	67	103	447	290	428
PHGR1	0	1	1	4	1	4
DISP2	42	36	49	87	60	70
KNSTRN	275	242	276	1490	1067	1651
IVD	6905	4831	5860	11597	7903	10637
BAHD1	3461	2359	2898	4301	2625	3635
CHST14	684	428	578	1079	730	1028
CCDC32	650	461	518	868	596	786
MRPL42P5	19	16	15	41	21	27
RPUSD2	341	212	277	615	427	560
TRS-GCT4-2	0	0	0	0	0	0
KNL1	176	129	151	2194	1495	2318
RAD51-AS1	316	218	288	722	450	669
RAD51	114	68	105	706	462	572
RMDN3	2230	1445	1744	2685	1773	2391
GCHFR	33	19	22	150	93	154
DNAJC17	486	307	395	894	580	857
C15orf62	122	92	110	287	190	253
ZFYVE19	1366	799	1094	2094	1467	1901
PPP1R14D	16	6	12	20	3	16
SPINT1-AS1	544	453	448	586	369	494
SPINT1	8595	5689	6959	6940	4479	5687
RHOV	639	434	460	348	184	308
VPS18	1949	1340	1506	2049	1332	1711
LOC105370943	12	3	8	11	12	6
DLL4	75	52	67	20	13	17
CHAC1	179	109	135	52	39	45
LOC105370789	11	8	10	1	1	1
LOC112268144	84	54	68	87	74	90
INO80	3248	2294	2541	4017	2579	3611
LOC105376713	9	4	5	7	6	14
EXD1	1	3	3	2	0	0
CHP1	3652	2445	2793	3394	2326	3245
OIP5-AS1	3587	2614	3028	7030	4959	6873
OIP5	46	38	34	324	238	352
NUSAP1	317	175	224	3608	2412	3498
NDUFAF1	355	240	297	770	552	799
RTF1	3192	2312	2655	4548	3153	4288
LOC105370790	3	0	5	7	7	5
ITPKA	63	40	42	50	32	54
LTK	20	13	20	30	20	31
RPAP1	1755	1077	1400	2985	2022	2525
TYRO3	598	401	457	1132	734	1023
LOC105370791	3	0	0	1	1	0
MGA	5225	4153	4352	8370	5581	7963
MIR626	0	0	0	0	0	0
MAPKBP1	1643	1031	1212	2271	1457	2064
JMJD7-PLA2G4B	894	564	755	1460	986	1307
JMJD7	608	376	466	919	621	810
PLA2G4B	706	444	625	1208	812	1083
SPTBN5	210	145	151	354	226	315
MIR4310	0	0	0	0	0	0
LOC105370792	65	52	61	82	54	72
EHD4	2177	1506	1834	2643	1811	2344
EHD4-AS1	6	1	4	5	4	4
PLA2G4E-AS1	4	9	3	6	4	10
PLA2G4E	5	2	5	4	5	6
LOC105370793	0	1	0	0	0	0
PLA2G4D	3	3	6	2	4	4
PLA2G4F	276	181	221	302	201	266
VPS39	5632	3787	4473	7011	4800	6406
MIR627	1	0	1	1	2	10
VPS39-DT	73	53	66	122	89	96
TMEM87A	2228	1618	1652	2829	1990	2726
GANC	222	160	180	480	322	502
CAPN3	18	16	20	20	18	22
LOC105370794	2	1	0	0	1	0
ZNF106	2989	2317	2534	5681	3847	5345
SNAP23	1438	1086	1165	2262	1610	2179
LRRC57	871	610	691	1124	743	1063
HAUS2	609	423	432	1035	752	1067
STARD9	99	51	79	187	137	207
CDAN1	1774	1209	1363	2482	1629	2194
TTBK2	957	741	815	1696	1214	1693
UBR1	1810	1305	1530	2835	1967	2822
TMEM62	545	474	464	697	453	648
CCNDBP1	1563	1200	1188	2057	1603	2134
EPB42	3	2	3	0	0	0
TGM5	2	1	0	1	0	0
TGM7	1	3	0	0	0	0
LCMT2	571	443	471	1257	777	1085
ADAL	449	355	385	990	690	931
ZSCAN29	2122	1514	1733	3312	2311	3070
TUBGCP4	1335	982	1077	2434	1666	2384
TP53BP1	4118	3139	3248	6372	4605	6264
MAP1A	77	48	57	73	48	77
PPIP5K1	2152	1539	1906	3301	2274	2983
CKMT1B	1145	746	973	2555	1744	2500
STRC	70	45	60	124	82	117
CATSPER2	223	155	185	365	264	337
PPIP5K1P1-CATSPER2	1188	868	1037	1862	1238	1676
CKMT1A	989	670	819	2249	1554	2144
STRCP1	45	28	36	101	60	81
CATSPER2P1	51	34	32	69	47	69
PDIA3	7259	5456	5781	10903	7453	10245
ELL3	910	618	696	1163	805	1145
SERF2	6791	4371	5552	10678	7710	10372
SERF2-C15ORF63	3084	2119	2555	5466	3786	5047
MIR1282	2899	1860	2390	4719	3305	4456
SERINC4	918	615	752	1161	769	974
HYPK	633	408	544	1324	920	1254
MFAP1	1269	931	1139	2389	1620	2272
WDR76	89	54	62	718	493	661
FRMD5	263	122	181	165	101	160
PIN4P1	7	7	6	10	5	11
GOLM2	2316	1749	1875	3254	2170	2951
CTDSPL2	1468	1071	1018	3115	2147	3091
EIF3J-DT	422	281	354	636	407	586
EIF3J	2987	2234	2430	4358	2938	4153
SPG11	4745	3503	3868	6937	4847	6440
PATL2	16	14	7	52	38	43
B2M	3181	2503	2708	6406	4581	6557
MIR10393	460	345	350	917	662	1006
LOC100419583	216	135	153	400	231	394
TRIM69	7	8	13	15	3	11
SORD2P	413	280	316	1105	708	1124
LOC105370798	0	0	0	1	0	0
TERB2	0	0	0	0	0	0
SORD	1616	1096	1309	4359	2965	4318
DUOX2	13	4	13	17	14	12
DUOXA2	2	5	1	8	4	3
DUOXA1	25	16	18	39	43	53
DUOX1	145	120	158	341	273	307
SHF	43	35	36	94	78	94
TRH-GTG1-7	0	0	0	0	0	0
TRH-GTG1-8	0	0	0	1	0	1
TRH-GTG1-9	0	0	0	0	0	0
SLC28A2-AS1	0	4	0	5	3	11
SLC28A2	8	6	9	16	16	13
GATM	8	4	7	12	15	15
SPATA5L1	588	474	474	901	617	810
C15orf48	16	26	35	8	9	14
MIR147B	3	5	9	2	3	1
LOC107987223	1	0	2	1	0	0
LOC105376714	4	6	6	2	1	3
SLC30A4	261	200	188	215	130	174
HMGN2P46	27	17	23	15	7	15
SNORA41B	0	0	0	0	0	0
BLOC1S6	1514	1133	1274	2707	1865	2749
SQOR	833	558	627	1135	779	1027
LOC105370802	1	0	0	0	0	0
LOC107984794	0	0	0	0	0	0
LOC105370803	0	0	0	0	0	0
LOC107984733	0	0	0	1	0	0
SEMA6D	18	4	10	4	2	6
LOC105370804	0	0	0	0	0	0
LINC01491	0	0	0	0	0	0
LOC105370805	2	0	0	0	1	0
LOC102724553	1	4	5	3	1	2
LOC107984792	4	0	2	0	1	0
LOC107984136	0	0	0	0	0	0
SLC24A5	277	216	244	533	359	503
MYEF2	2845	2155	2364	4746	3113	4415
CTXN2	0	0	0	1	2	1
CTXN2-AS1	0	0	0	2	1	0
SLC12A1	11	3	6	6	6	9
LOC112267905	3	2	5	5	3	3
LOC107984756	2	3	1	1	0	1
LOC107984758	3	0	0	1	1	1
LOC107984755	6	2	4	8	6	15
DUT-AS1	8	14	9	46	32	48
DUT	1490	1151	1252	3563	2355	3367
FBN1	62	53	46	75	61	77
FBN1-DT	0	1	0	0	2	2
CEP152	310	248	276	1264	890	1310
LOC101928472	0	1	0	0	0	0
SHC4	7	8	7	31	19	26
EID1	4159	2875	3389	7945	5667	7647
SECISBP2L	3655	2706	2953	3823	2659	3717
COPS2	3184	2393	2444	4901	3452	5086
GALK2	693	590	555	1726	1274	1756
NDUFAF4P1	2	3	0	0	1	0
MIR4716	0	0	1	0	0	0
FAM227B	350	259	298	842	628	858
FGF7	9	2	3	3	7	3
LOC105370811	0	0	2	1	2	1
DTWD1	1705	1346	1479	3282	2436	3322
ATP8B4	12	14	9	6	13	8
LOC102724587	0	1	0	1	1	0
SLC27A2	709	547	559	3624	2816	3320
HDC	7	6	12	0	0	0
GABPB1	3356	2644	2785	6219	4311	6183
GABPB1-IT1	1336	1118	1116	2309	1596	2094
GABPB1-AS1	1717	1388	1468	3431	2497	3404
MIR4712	126	128	121	325	248	378
USP8	7948	5905	6334	11190	7978	11070
LOC107984741	158	156	136	334	213	314
USP50	88	67	62	109	65	115
TRPM7	12483	9641	9673	81380	56848	77948
SPPL2A	6947	5300	5372	53736	35744	49376
AP4E1	2661	2075	2164	17028	11668	16344
DCAF13P3	17	15	13	16	15	24
MIR4713HG	56	38	41	107	56	99
TNFAIP8L3	57	29	33	21	15	19
CYP19A1	49	36	26	97	60	82
MIR4713	0	0	0	0	1	0
MIR7973-2	3	0	1	5	4	6
MIR7973-1	3	0	1	5	4	6
LOC112268146	44	33	28	102	69	120
GLDN	244	139	173	1116	884	1272
DMXL2	6071	4860	5022	8835	6258	8733
LOC105370816	0	3	2	3	0	6
SCG3	4	2	2	3	0	2
LYSMD2	374	261	272	395	253	390
TMOD2	1243	931	966	452	306	339
TMOD3	6370	4525	5026	9758	6427	8689
LOC100422556	27	15	23	26	18	27
LOC112268148	176	161	152	266	166	216
LEO1	2944	2314	2545	3991	2767	3841
LOC112268149	15	1	8	14	10	30
MAPK6-DT	18	11	12	21	10	26
MAPK6	7220	5515	5608	7374	5122	7285
LOC112268150	86	60	65	72	41	53
BCL2L10	11	10	6	1	4	3
GNB5	1092	712	771	1528	1008	1432
CERNA1	528	357	427	669	434	587
MYO5C	11685	8956	9550	15273	9805	13508
LOC105370820	101	83	91	131	90	126
MIR1266	0	0	1	0	0	2
LOC105370819	19	4	8	13	10	15
MYO5A	6795	5025	5444	5343	3712	4998
ARPP19	14744	10833	11608	22056	15431	21304
ATOSA	6597	4841	5210	6777	4707	6299
LOC105370821	18	15	14	38	25	27
ONECUT1	53	46	57	247	152	204
LOC105370824	1	0	0	0	0	0
LOC101928499	2	0	1	0	5	1
LOC107983981	0	0	1	0	1	1
LOC105370823	0	1	0	0	0	0
LINC02490	0	0	0	0	0	0
LOC105370826	0	0	1	5	2	2
WDR72	98	81	78	291	194	316
UNC13C	7	0	2	1	1	1
LOC105370827	0	0	1	1	3	0
LOC105370829	0	0	0	0	0	0
RSL24D1	4512	2954	3463	6767	4924	6732
RAB27A	362	291	300	605	382	562
PIGBOS1	257	198	206	413	315	409
PIGB	524	387	386	856	621	752
DNAAF4-CCPG1	1147	870	893	825	626	862
CCPG1	1503	1179	1184	965	760	1061
MIR628	5	2	2	1	0	2
PIERCE2	52	37	41	57	47	63
DNAAF4	77	40	52	103	83	108
LOC107984745	0	0	1	0	0	0
PYGO1	64	58	46	65	62	67
PRTG	969	724	763	1466	1029	1466
NEDD4	1280	981	1031	2203	1448	2166
RFX7	2654	2116	2066	3969	2554	3608
TEX9	143	111	129	256	240	317
MNS1	46	26	26	195	135	182
LOC105370831	2	4	2	8	5	6
LOC105370832	1	1	0	0	1	1
ZNF280D	1570	1239	1310	2370	1728	2399
LINC03065	10	5	8	15	8	23
TCF12-DT	89	49	69	125	89	127
TCF12	2368	1854	1929	3235	2259	2899
SNORD13D	2	0	0	2	0	1
LINC00926	51	41	36	58	49	57
LINC01413	0	0	1	0	0	0
CGNL1	467	384	409	299	205	324
GCOM1	1024	794	852	5760	4368	5452
MYZAP	278	196	249	772	660	764
POLR2M	891	705	711	1356	995	1310
LOC105370834	1	0	2	2	0	0
LOC107984724	0	0	0	0	0	0
ALDH1A2	12	3	6	0	2	0
ALDH1A2-AS1	1	0	0	0	0	0
AQP9	3	0	1	0	0	0
LIPC	4	8	8	0	0	1
LIPC-AS1	0	2	2	0	0	0
ADAM10	5479	4184	4379	4917	3480	4819
HSP90AB4P	2	4	1	3	3	4
MINDY2-DT	14	10	21	25	12	15
MINDY2	1412	976	1008	1268	815	1195
SLTM	4751	3405	3827	7827	5390	7621
RNF111	1665	1229	1371	2300	1466	2081
CCNB2	199	169	192	2220	1528	2235
MYO1E	714	541	593	684	482	682
MIR2116	0	0	1	0	0	0
LDHAL6B	6	2	2	3	0	0
FAM81A	31	15	24	107	49	108
GCNT3	10	7	11	0	6	3
GTF2A2	1079	766	868	1483	1077	1437
BNIP2	2405	1844	1984	3535	2478	3531
LOC107984803	0	0	0	0	0	0
LOC107984802	0	0	0	0	0	0
FOXB1	0	0	0	0	0	0
LOC105370838	0	0	0	0	0	0
LOC105370839	0	0	0	0	0	0
LOC105370840	0	0	0	0	0	0
ANXA2	12585	9224	10532	41456	28396	38008
ICE2	1502	1150	1260	2604	1896	2627
RORA-AS1	52	44	22	92	64	96
RORA	187	145	178	154	135	148
LOC105370846	3	2	8	14	10	13
RORA-AS2	0	0	0	0	0	0
LOC105370844	0	0	0	0	0	0
LOC102724802	0	0	0	0	0	0
LOC105370842	0	0	0	0	0	0
LOC107984805	10	6	7	13	14	16
LOC105370841	19	11	12	29	9	15
LOC105370847	0	0	0	0	0	0
LOC107984782	0	0	0	0	0	3
LOC101928850	0	0	0	0	0	0
LOC107984783	0	0	0	0	0	0
LINC02349	0	0	0	0	0	0
VPS13C	4228	3321	3495	6109	4250	5905
VPS13C-DT	1	2	7	6	0	4
C2CD4A	40	23	19	36	24	20
C2CD4B	0	0	1	0	0	0
LOC107984784	0	0	0	0	0	0
GOLGA2P11	4	3	3	5	9	7
LOC105370849	2	0	1	0	3	1
LOC105370852	0	0	0	3	2	0
LOC105370851	0	0	0	0	0	0
LOC102724938	0	0	0	0	0	0
LOC105370850	0	0	0	0	1	0
MIR8067	0	0	0	0	0	0
MIR6085	0	0	0	0	0	0
TLN2	1437	1047	1230	1357	864	1131
MGC15885	0	0	1	0	0	0
LOC105370855	1	2	3	3	0	4
MIR190A	0	0	0	0	0	0
LOC105370854	147	87	103	107	79	139
TPM1	10023	6934	8197	5193	3730	4790
TPM1-AS	390	277	309	305	184	249
LOC107984798	10	7	6	2	5	2
LACTB	967	657	667	1003	657	895
RPS27L	1537	1115	1252	3450	2347	3509
LOC101928972	2	3	0	0	1	0
RAB8B	544	362	413	894	542	823
APH1B	730	575	614	1224	839	1144
CA12	13748	9365	10966	127732	85964	122888
LINC02568	29	26	37	258	204	268
USP3	4482	3263	3306	4272	2991	4022
USP3-AS1	645	472	517	740	508	668
FBXL22	318	222	224	577	352	499
HERC1	8978	6619	7319	11123	7249	10125
MIR422A	0	0	0	0	0	0
DAPK2	656	448	515	578	418	497
LOC101928988	31	22	19	24	14	15
CIAO2A	1128	802	1043	11352	8216	11172
SNX1	5630	4051	4463	39596	27332	37532
SNX22	3980	2510	3213	5950	4288	5924
PPIB	7292	4922	5839	10928	7806	10655
CSNK1G1	3269	2355	2633	4071	2712	3954
PCLAF	283	177	219	4348	2814	4108
TRIP4	1645	1217	1353	1862	1301	1800
LOC105370861	6	1	3	3	1	4
ZNF609	7288	5013	5793	9122	5989	7907
LOC107984736	0	0	0	0	0	3
LOC101930091	1	0	2	4	4	4
OAZ2	1774	1374	1444	3774	2613	3584
LOC107984737	4	4	5	1	0	3
RBPMS2	59	31	35	10	6	16
MIR1272	0	0	0	0	0	1
PIF1	91	54	55	1300	799	1220
PLEKHO2	327	215	263	442	306	428
ANKDD1A	340	243	261	489	358	460
LOC107984754	1728	1173	1394	2345	1784	2285
SPG21	5729	4161	4567	9744	6795	9128
MTFMT	599	449	415	890	615	857
SLC51B	1	2	0	0	0	0
RASL12	3	2	2	1	1	0
KBTBD13	1	2	0	3	2	0
UBAP1L	582	369	425	547	376	430
PDCD7	1429	1167	1149	2019	1499	2065
CLPX	2995	2383	2435	5443	3701	5008
CILP	88	58	73	73	76	124
LOC112268147	128	80	93	198	143	157
PARP16	604	424	502	1024	675	907
SNORA24B	0	2	1	4	1	2
RNU5A-1	0	1	0	0	2	3
RNU5B-1	0	0	1	0	4	1
IGDCC3	2650	1623	1999	2082	1374	1917
IGDCC4	42	22	29	24	19	36
DPP8	3335	2608	2575	4530	3179	4291
HACD3	7363	5502	6057	11284	7985	10920
INTS14	2558	1819	1987	4079	2956	4063
SLC24A1	1452	1084	1199	2390	1582	2058
LOC102723464	9	5	6	4	5	4
DENND4A	2482	1810	1917	3465	2407	3422
SNORD13E	5	1	0	1	1	0
MIR4511	0	0	0	0	0	0
LOC105370866	2	1	0	3	1	1
TRQ-CTG1-4	0	0	0	1	0	0
RAB11A	8062	6097	6592	11239	7803	10673
MEGF11	312	217	214	322	208	272
LOC105370867	2	0	0	0	0	0
MIR4311	0	0	0	0	0	0
DIS3L-AS1	13	8	11	18	18	25
DIS3L	1327	1015	1081	3324	2313	3190
TIPIN	378	344	334	1263	810	1094
SCARNA14	0	0	0	0	2	0
MAP2K1	1985	1427	1638	3165	2076	2802
SNAPC5	1108	805	855	1927	1308	1842
MIR4512	17	10	15	30	13	21
RPL4	130672	93980	107658	215656	159425	213011
SNORD18C	120	108	95	175	95	135
SNORD18B	24	8	12	49	16	31
SNORD16	25	32	23	79	44	61
SNORD18A	17	8	14	33	11	24
ZWILCH	693	541	511	2201	1491	2275
LCTL	83	58	77	263	161	239
LINC01169	0	2	0	0	3	2
SMAD6	3049	2429	2444	5194	3611	4867
LOC105370869	7	4	4	6	6	1
LOC105376718	17	12	5	5	7	2
LINC02206	0	1	0	1	3	0
LOC102723493	17	8	4	2	1	6
SMAD3	10410	7645	8267	4309	2800	3302
AAGAB	3249	2394	2657	4657	3448	4851
IQCH	318	231	233	431	313	368
IQCH-AS1	896	748	804	1611	1155	1568
C15orf61	511	355	379	709	502	657
MAP2K5	1289	860	1035	1548	1093	1338
LOC107984718	0	0	3	2	1	3
SKOR1	54	51	64	102	53	78
LOC105370870	6	8	5	12	6	9
SKOR1-AS1	3	3	1	2	1	1
RNU6-1	4	3	4	10	6	6
PIAS1	2104	1634	1693	2922	1991	2761
LOC105370871	28	17	28	36	23	42
CALML4	618	463	490	1796	1190	1680
CLN6	2283	1493	1735	4513	2945	4127
FEM1B	4663	3642	3827	6271	4399	6087
ITGA11	16	6	9	6	11	6
LOC105370873	0	0	0	0	0	0
CORO2B	23	9	8	27	15	15
ANP32A	5688	3883	4720	9909	6982	9544
MIR4312	7	11	13	19	15	22
ANP32A-IT1	116	76	90	240	159	208
NOX5	314	199	227	356	226	311
SPESP1	105	93	78	227	203	263
EWSAT1	4	9	12	18	6	12
GLCE	1668	1199	1312	1969	1431	1983
PAQR5-DT	9	5	2	1	5	1
PAQR5	348	248	305	172	122	154
KIF23-AS1	109	76	81	152	97	148
KIF23	493	375	393	3338	2211	3300
RPLP1	71480	45098	55352	90003	66404	88113
LINC02896	20	16	15	25	13	15
DRAIC	20	20	15	15	15	9
PCAT29	3	1	2	6	1	1
LOC107984788	0	0	0	1	1	2
LINC00593	0	0	1	1	0	1
LOC101929129	2	2	2	4	4	1
TLE3	5439	3781	4195	38160	24352	32092
MIR629	0	0	0	0	0	0
LOC105370877	95	57	67	121	73	96
LOC107984734	2	1	0	0	0	0
LOC105370878	1	0	0	0	0	1
LINC02205	0	0	0	0	0	0
LOC107984781	0	1	0	0	0	0
LINC02204	2	1	5	3	5	1
SALRNA3	0	0	0	1	0	0
SALRNA2	1	0	0	2	1	2
LOC107984791	4	2	2	6	1	1
UACA	2963	2252	2353	2920	2199	3010
LARP6	637	481	531	111	77	64
LRRC49	118	77	89	260	171	283
THAP10	330	246	282	554	391	519
LOC105370886	13	13	13	126	124	177
CT62	86	73	68	511	366	508
THSD4	3698	2584	2965	21186	14091	19877
THSD4-AS1	2	2	0	10	5	7
LOC105370884	10	4	5	52	31	29
LOC107984716	3	1	1	10	8	11
THSD4-AS2	3	2	3	20	4	15
NR2E3	145	114	103	439	284	334
MYO9A	4273	3113	3532	6966	4770	6569
LOC107984713	7	8	4	7	15	10
LOC107984714	0	0	0	1	0	2
SENP8	323	204	293	557	423	547
LOC107984715	15	9	8	10	8	13
GRAMD2A	70	52	63	73	44	59
PKM	35961	22507	29358	511744	337500	442756
PARP6	7039	5050	5724	8250	5719	7499
LOC105370887	4	3	6	4	4	10
CELF6	171	156	140	213	130	164
HEXA	4097	2995	3409	6933	5048	6673
HEXA-AS1	87	90	102	201	123	152
TMEM202	5	0	0	0	1	0
TMEM202-AS1	32	18	23	35	24	41
LOC107983949	32	21	21	47	35	49
ARIH1	6997	5080	5458	8574	5956	8137
MIR630	8	5	7	10	13	10
LINC02259	14	17	19	17	11	16
LOC112268145	11	11	14	44	28	41
GOLGA6B	42	27	26	44	37	50
HIGD2B	4	6	7	14	6	11
BBS4	1184	917	995	1855	1386	1759
ADPGK	4893	3726	4031	7926	5425	7424
ADPGK-AS1	252	202	207	442	268	349
LOC107984801	0	0	0	0	0	0
NEO1	5595	3952	4598	6930	4553	6233
MIR12135	1	1	0	0	4	0
HCN4	136	100	105	30	22	24
LOC105370890	11	3	4	4	2	2
LOC107984728	0	2	1	0	0	0
REC114	2	1	0	3	0	3
NPTN	4459	3284	3679	6549	4396	6290
NPTN-IT1	600	480	462	1060	749	973
LOC105370891	2	2	0	2	0	0
CD276	6644	4452	5387	10476	7220	9342
INSYN1	302	185	272	2949	2139	3151
INSYN1-AS1	10	10	7	262	178	347
LOC105370892	0	1	0	2	0	0
LOC102723657	0	0	1	0	0	0
TBC1D21	18	13	23	23	12	10
LOXL1-AS1	423	316	286	420	326	422
LOXL1	291	220	235	229	158	224
STOML1	508	323	439	576	392	553
PML	2119	1403	1704	2672	1555	2003
GOLGA6A	41	20	40	61	41	54
LOC107987224	11	7	6	24	19	22
COMMD4P2	11	10	4	19	18	15
ISLR2	2	4	4	6	0	1
LOC283731	0	0	0	0	0	0
ISLR	0	0	2	0	1	0
STRA6	153	98	105	29	21	24
CCDC33	31	20	19	24	15	18
LOC105370893	26	15	14	38	18	25
CYP11A1	0	0	0	1	1	1
PPIAP46	0	0	1	0	0	0
LINC02255	1	2	1	3	3	0
SEMA7A	272	175	179	109	87	113
MIR6881	1	0	0	0	0	1
UBL7	2100	1359	1759	3793	2570	3556
UBL7-DT	140	114	120	381	260	326
LOC102723714	8	9	15	30	26	23
ARID3B	1039	659	876	1106	752	1081
LOC102723750	555	392	410	1347	960	1261
CLK3	3838	2621	3140	5175	3419	4493
EDC3	4075	2766	3202	5087	3595	4732
CYP1A1	1221	646	778	168	95	135
CYP1A2	4	2	4	2	0	1
CSK	5861	3829	4611	32364	20584	27816
MIR4513	14	14	15	18	6	16
LMAN1L	34	14	22	236	252	232
CPLX3	22	21	28	85	46	70
LOC105370897	1	1	1	1	3	6
ULK3	7294	4878	5971	11346	7681	10024
MIR6882	1	3	1	3	2	5
SCAMP2	6219	4053	4990	7357	4830	6406
MPI	3577	2433	2859	6071	4283	5675
FAM219B	2408	1809	1948	3050	2078	2819
COX5A	3709	2618	2792	5094	3440	4583
RPP25	535	398	385	1129	685	989
LOC107984731	0	0	1	0	0	0
SCAMP5	1394	999	1216	1534	1122	1468
PPCDC	1250	747	1035	2163	1394	1926
LOC107987225	4	1	2	0	0	1
LOC107984772	12	4	9	6	17	7
C15orf39	2798	1737	2217	2598	1635	2090
LOC105376731	10	4	12	2	7	5
GOLGA6C	43	32	51	50	51	66
GOLGA6D	27	18	26	25	26	30
COMMD4	2731	1655	2264	5514	3798	4971
NEIL1	3322	2134	2633	6143	4081	5352
MIR631	68	40	48	136	91	112
MAN2C1	9539	5937	7661	68228	45836	58108
SIN3A	8103	5551	6160	13279	8783	11384
PTPN9	2041	1614	1704	3131	2089	2875
LOC105370902	71	61	71	131	113	130
SNUPN	225	143	157	437	313	391
IMP3	2884	2044	2404	5729	4166	5392
SNX33	5218	3420	4063	7351	4827	6414
CSPG4	262	202	213	708	537	616
ODF3L1	3	3	5	5	2	6
DNM1P35	41	17	31	74	33	43
LOC101929408	2	5	0	2	9	5
MIR4313	0	1	0	0	1	0
GOLGA6EP	4	2	5	1	1	1
UBE2Q2	4072	3121	3075	4438	3280	4408
FBXO22	2379	1803	2058	3896	2572	3732
NRG4	868	623	693	1242	802	1217
TMEM266	254	170	176	291	157	206
LOC101929439	35	22	21	33	20	37
ETFA	7595	5842	6553	13391	9357	12620
TYRO3P	10	11	3	13	4	10
ISL2	116	84	79	187	149	184
SCAPER	1083	891	999	1704	1100	1527
MIR3713	0	0	0	0	0	0
RCN2	4225	3330	3375	6874	4829	6882
LOC105370904	10	4	2	1	0	0
PSTPIP1	14	10	18	14	8	7
TSPAN3	7042	5321	5866	4558	3093	4309
PEAK1	4274	3176	3573	5061	3305	4549
LINC00597	1	2	2	3	1	2
HMG20A	2794	2213	2305	4587	3275	4559
LOC101929457	6	3	5	3	6	11
LOC105370906	1	1	0	0	0	0
LINGO1	96	68	82	44	19	33
LINGO1-AS1	0	1	1	0	0	1
LINGO1-AS2	0	0	0	0	0	0
GOLGA6FP	3	1	4	1	0	1
COMMD4P1	17	13	17	35	21	26
LOC91450	14	5	6	16	7	15
TBC1D2B	2457	1730	1987	3525	2280	3056
SH2D7	2	0	1	1	1	2
CIB2	5	3	6	44	28	40
IDH3A	1804	1279	1446	2856	2005	2724
ACSBG1	615	430	492	1034	720	967
DNAJA4-DT	2	0	0	1	1	0
DNAJA4	2225	1647	1814	2421	1662	2141
LOC105370910	389	312	344	439	235	369
SKIC8	3216	2366	2665	5763	4204	5742
CRABP1	28	20	25	77	63	92
LOC105370912	6	3	6	8	10	11
IREB2	8893	6785	7330	14236	9776	13703
HYKK	287	222	222	273	235	260
PSMA4	5754	4257	4774	11423	8166	11380
CHRNA5	190	120	133	904	662	864
CHRNA3	65	35	50	223	153	179
CHRNB4	74	35	49	199	149	187
LOC112268142	19	7	9	46	48	51
LOC105370913	29	16	24	67	56	67
LOC646938	0	1	0	0	0	0
LOC112268143	6	1	1	6	8	6
ADAMTS7	114	86	80	231	131	158
TRK-CTT1-2	0	0	0	0	0	0
MORF4L1	9190	6745	7446	17506	11859	16704
CTSH	2885	1899	2354	2023	1556	1922
RASGRF1	10	8	11	5	5	2
LOC100129540	2	1	2	1	1	2
LOC105370917	2	0	1	0	0	0
LOC107984750	0	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	0
MIR184	0	0	0	0	0	0
ANKRD34C	3	0	3	0	0	0
TMED3	5701	3838	4567	6857	4908	6603
MINAR1	215	163	157	234	139	255
LOC105370918	50	38	57	69	25	61
LOC105370919	2	1	3	1	0	0
TRC-GCA5-1	0	0	0	0	0	0
ST20-MTHFS	500	355	414	925	645	875
MTHFS	448	318	376	837	571	794
ST20	313	220	245	541	336	451
ST20-AS1	500	321	366	725	498	597
BCL2A1	3	2	4	1	2	2
ZFAND6	3091	2504	2573	4826	3302	4653
FAH	608	424	507	1281	916	1300
CTXND1	12	14	14	13	8	15
LINC00927	0	0	1	1	0	0
ARNT2-DT	2	0	1	0	0	0
ARNT2	1239	928	1074	478	327	413
LOC101929586	24	18	25	6	6	10
MIR5572	17	12	19	9	8	7
ABHD17C	1517	1122	1281	1611	1136	1415
CEMIP	609	413	410	348	213	235
MIR549A	0	0	0	0	0	0
LOC107984749	37	22	17	28	19	32
MESD	2585	1792	2006	4780	3313	4803
MIR4514	2	1	1	2	3	2
TLNRD1	2624	2141	1977	2749	1917	2345
CFAP161	26	19	19	51	43	46
IL16	208	160	183	310	198	265
STARD5	220	159	154	465	275	380
TMC3-AS1	27	12	18	67	29	56
TMC3	50	35	31	89	61	97
LOC102723985	388	342	317	1032	786	1064
LOC105370921	20	12	24	70	48	56
LOC102724001	4	6	3	6	9	6
LOC105370922	0	0	0	0	0	0
LOC105370923	5	3	2	2	7	0
MEX3B	2205	1626	1666	1441	1008	1288
LINC01583	1	0	0	0	0	1
LOC105370924	0	0	0	0	0	0
EFL1	2026	1496	1528	3005	2164	2955
SAXO2	46	39	45	66	47	60
ADAMTS7P1	5	1	3	0	1	3
GOLGA6L10	878	556	704	1176	859	1251
UBE2Q2P2	641	521	526	995	681	873
GOLGA6L9	1908	1482	1714	2681	1989	2708
LOC102724034	1	3	2	6	2	4
